grupo,selecao,status_lista,tipo_lista,data_anuncio,posicao,jogador,clube,fonte,observacao
C,Haiti,PUBLICADA,final,2026-05-15,Meio-campista,Jean-Ricner Bellegarde,Wolverhampton Wanderers,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
C,Haiti,PUBLICADA,final,2026-05-15,Meio-campista,Leverton Pierre,Vizela,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
C,Haiti,PUBLICADA,final,2026-05-15,Meio-campista,Woodensky Pierre,Violette,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
C,Haiti,PUBLICADA,final,2026-05-15,Atacante,Derrick Etienne,Toronto FC,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
C,Haiti,PUBLICADA,final,2026-05-15,Atacante,Don Deedson Louicius,FC Dallas,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
C,Haiti,PUBLICADA,final,2026-05-15,Atacante,Duckens Nazon,Esteghlal,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
C,Haiti,PUBLICADA,final,2026-05-15,Atacante,Frantzdy Pierrot,Çaykur Rizespor,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
C,Haiti,PUBLICADA,final,2026-05-15,Atacante,Josué Casimir,Auxerre,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
C,Haiti,PUBLICADA,final,2026-05-15,Atacante,Lenny Joseph,Ferencváros,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
C,Haiti,PUBLICADA,final,2026-05-15,Atacante,Ruben Providence,Almere,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
C,Haiti,PUBLICADA,final,2026-05-15,Atacante,Wilson Isidor,Sunderland,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
C,Haiti,PUBLICADA,final,2026-05-15,Atacante,Yassin Fortuné,Vizela,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
C,Morocco,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-14,Goleiro,Yassine Bounou,Al-Hilal,https://www.fourfourtwo.com/team/morocco-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
C,Morocco,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-14,Goleiro,Mehdi Benabid,Wydad Casablanca,https://www.fourfourtwo.com/team/morocco-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
C,Morocco,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-14,Goleiro,El Mehdi Al Harrar,Raja Casablanca,https://www.fourfourtwo.com/team/morocco-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
C,Morocco,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-14,Defensor,Achraf Hakimi,Paris Saint-Germain,https://www.fourfourtwo.com/team/morocco-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
C,Morocco,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-14,Defensor,Noussair Mazraoui,Manchester United,https://www.fourfourtwo.com/team/morocco-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
C,Morocco,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-14,Defensor,Anass Salah-Eddine,PSV,https://www.fourfourtwo.com/team/morocco-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
C,Morocco,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-14,Defensor,Souffian El Karouani,Utrecht,https://www.fourfourtwo.com/team/morocco-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
C,Morocco,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-14,Defensor,Chadi Riad,Crystal Palace,https://www.fourfourtwo.com/team/morocco-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
C,Morocco,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-14,Defensor,Abdelhamid Ait Boudlal,Rennes,https://www.fourfourtwo.com/team/morocco-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
C,Morocco,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-14,Defensor,Zakaria El Ouahdi,Genk,https://www.fourfourtwo.com/team/morocco-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
C,Morocco,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-14,Defensor,Ismael Baouf,Cambuur,https://www.fourfourtwo.com/team/morocco-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
C,Morocco,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-14,Defensor,Issa Diop,Fulham,https://www.fourfourtwo.com/team/morocco-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
C,Morocco,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-14,Defensor,Redouane Halhal,Mechelen,https://www.fourfourtwo.com/team/morocco-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
C,Morocco,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-14,Meio-campista,Azzedine Ounahi,Girona,https://www.fourfourtwo.com/team/morocco-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
C,Morocco,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-14,Meio-campista,Bilal El Khannouss,VfB Stuttgart,https://www.fourfourtwo.com/team/morocco-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
C,Morocco,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-14,Meio-campista,Ismael Saibari,PSV,https://www.fourfourtwo.com/team/morocco-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
C,Morocco,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-14,Meio-campista,Neil El Aynaoui,Roma,https://www.fourfourtwo.com/team/morocco-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
C,Morocco,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-14,Meio-campista,Oussama Targhalline,Feyenoord,https://www.fourfourtwo.com/team/morocco-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
C,Morocco,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-14,Meio-campista,Mohamed Rabie Hrimat,AS FAR,https://www.fourfourtwo.com/team/morocco-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
C,Morocco,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-14,Meio-campista,Samir El Mourabet,Strasbourg,https://www.fourfourtwo.com/team/morocco-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
C,Morocco,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-14,Atacante,Ayoub El Kaabi,Olympiacos,https://www.fourfourtwo.com/team/morocco-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
C,Morocco,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-14,Atacante,Abde Ezzalzouli,Betis,https://www.fourfourtwo.com/team/morocco-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
C,Morocco,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-14,Atacante,Soufiane Rahimi,Al Ain,https://www.fourfourtwo.com/team/morocco-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
C,Morocco,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-14,Atacante,Brahim Diaz,Real Madrid,https://www.fourfourtwo.com/team/morocco-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
C,Morocco,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-14,Atacante,Amine Adli,Bournemouth,https://www.fourfourtwo.com/team/morocco-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
C,Morocco,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-14,Atacante,Chemsdine Talbi,Sunderland,https://www.fourfourtwo.com/team/morocco-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
C,Morocco,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-14,Atacante,Gessime Yassine,Strasbourg,https://www.fourfourtwo.com/team/morocco-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
C,Morocco,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-14,Atacante,Yassir Zabiri,Rennes,https://www.fourfourtwo.com/team/morocco-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
C,Scotland,PUBLICADA,final,2026-05-19,Goleiro,Angus Gunn,Nottingham Forest,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
C,Scotland,PUBLICADA,final,2026-05-19,Goleiro,Craig Gordon,Hearts,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
C,Scotland,PUBLICADA,final,2026-05-19,Goleiro,Liam Kelly,Rangers,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
C,Scotland,PUBLICADA,final,2026-05-19,Defensor,Aaron Hickey,Brentford,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
C,Scotland,PUBLICADA,final,2026-05-19,Defensor,Andy Robertson,Liverpool,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
C,Scotland,PUBLICADA,final,2026-05-19,Defensor,Anthony Ralston,Celtic,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
C,Scotland,PUBLICADA,final,2026-05-19,Defensor,Dom Hyam,Wrexham,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
C,Scotland,PUBLICADA,final,2026-05-19,Defensor,Grant Hanley,Hibernian,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
C,Scotland,PUBLICADA,final,2026-05-19,Defensor,Jack Hendry,Al Etiffaq,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
C,Scotland,PUBLICADA,final,2026-05-19,Defensor,John Souttar,Rangers,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
C,Scotland,PUBLICADA,final,2026-05-19,Defensor,Kieran Tierney,Celtic,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
C,Scotland,PUBLICADA,final,2026-05-19,Defensor,Nathan Patterson,Everton,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
C,Scotland,PUBLICADA,final,2026-05-19,Defensor,Scott McKenna,Dinamo Zagreb,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
C,Scotland,PUBLICADA,final,2026-05-19,Meio-campista,Ben Gannon-Doak,Bournemouth,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
C,Scotland,PUBLICADA,final,2026-05-19,Meio-campista,Billy Gilmour,Napoli,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
C,Scotland,PUBLICADA,final,2026-05-19,Meio-campista,Finlay Curtis,Kilmarnock,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
C,Scotland,PUBLICADA,final,2026-05-19,Meio-campista,John McGinn,Aston Villa,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
C,Scotland,PUBLICADA,final,2026-05-19,Meio-campista,Kenny McLean,Norwich,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
C,Scotland,PUBLICADA,final,2026-05-19,Meio-campista,Lewis Ferguson,Bologna,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
C,Scotland,PUBLICADA,final,2026-05-19,Meio-campista,Ryan Christie,Bournemouth,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
C,Scotland,PUBLICADA,final,2026-05-19,Meio-campista,Scott McTominay,Napoli,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
C,Scotland,PUBLICADA,final,2026-05-19,Atacante,Ché Adams,Torino,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
C,Scotland,PUBLICADA,final,2026-05-19,Atacante,George Hirst,Ipswich,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
C,Scotland,PUBLICADA,final,2026-05-19,Atacante,Lawrence Shankland,Hearts,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
C,Scotland,PUBLICADA,final,2026-05-19,Atacante,Lyndon Dykes,Charlton Athletic,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
C,Scotland,PUBLICADA,final,2026-05-19,Atacante,Ross Stewart,Southampton,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
D,Australia,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-07,Goleiro,Mathew Ryan,Levante,https://www.fourfourtwo.com/team/australia-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
D,Australia,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-07,Goleiro,Paul Izzo,Randers,https://www.fourfourtwo.com/team/australia-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
D,Australia,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-07,Goleiro,Patrick Beach,Melbourne City,https://www.fourfourtwo.com/team/australia-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
D,Australia,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-07,Defensor,Milos Degenek,APOEL,https://www.fourfourtwo.com/team/australia-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
D,Australia,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-07,Defensor,Jacob Italiano,Grazer AK,https://www.fourfourtwo.com/team/australia-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
D,Australia,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-07,Defensor,Jordan Bos,Feyenoord,https://www.fourfourtwo.com/team/australia-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
D,Australia,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-07,Defensor,Kai Trewin,New York City,https://www.fourfourtwo.com/team/australia-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
D,Australia,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-07,Defensor,Aziz Behich,Melbourne City,https://www.fourfourtwo.com/team/australia-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
D,Australia,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-07,Defensor,Jason Geria,Albirex Niigata,https://www.fourfourtwo.com/team/australia-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
D,Australia,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-07,Defensor,Cameron Burgess,Swansea City,https://www.fourfourtwo.com/team/australia-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
D,Australia,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-07,Defensor,Alessandro Circati,Parma,https://www.fourfourtwo.com/team/australia-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
D,Australia,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-07,Defensor,Lucas Herrington,Colorado Rapids,https://www.fourfourtwo.com/team/australia-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
D,Australia,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-07,Defensor,Kye Rowles,D.C. United,https://www.fourfourtwo.com/team/australia-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
D,Australia,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-07,Meio-campista,Connor Metcalfe,FC St. Pauli,https://www.fourfourtwo.com/team/australia-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
D,Australia,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-07,Meio-campista,Ajdin Hrustic,Heracles Almelo,https://www.fourfourtwo.com/team/australia-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
D,Australia,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-07,Meio-campista,Aiden O'Neill,New York City,https://www.fourfourtwo.com/team/australia-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
D,Australia,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-07,Meio-campista,Riley McGree,Middlesbrough,https://www.fourfourtwo.com/team/australia-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
D,Australia,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-07,Meio-campista,Patrick Yazbek,Nashville SC,https://www.fourfourtwo.com/team/australia-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
D,Australia,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-07,Meio-campista,Paul Okon-Engstler,Sydney FC,https://www.fourfourtwo.com/team/australia-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
D,Australia,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-07,Meio-campista,Alex Robertson,Cardiff City,https://www.fourfourtwo.com/team/australia-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
D,Australia,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-07,Atacante,Martin Boyle,Hibernian,https://www.fourfourtwo.com/team/australia-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
D,Australia,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-07,Atacante,Nestory Irankunda,Watford,https://www.fourfourtwo.com/team/australia-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
D,Australia,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-07,Atacante,Nishan Velupillay,Melbourne Victory,https://www.fourfourtwo.com/team/australia-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
D,Australia,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-07,Atacante,Awer Mabil,Castellon,https://www.fourfourtwo.com/team/australia-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
D,Australia,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-07,Atacante,Deni Juric,Wisla Plock,https://www.fourfourtwo.com/team/australia-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
D,Australia,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-07,Atacante,Ante Suto,Hibernian,https://www.fourfourtwo.com/team/australia-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
D,Paraguay,PUBLICADA,preliminar,2026-05-12,Goleiro,Carlos Coronel,Sao Paulo,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
D,Paraguay,PUBLICADA,preliminar,2026-05-12,Goleiro,Gastón Olveira,Olimpia,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
D,Paraguay,PUBLICADA,preliminar,2026-05-12,Goleiro,Juan Espínola,Barracas Central,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
D,Paraguay,PUBLICADA,preliminar,2026-05-12,Goleiro,Orlando Gill,San Lorenzo,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
D,Paraguay,PUBLICADA,preliminar,2026-05-12,Goleiro,Roberto Fernández,Cerro Porteño,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
D,Paraguay,PUBLICADA,preliminar,2026-05-12,Goleiro,Santiago Rojas,Nacional,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
D,Paraguay,PUBLICADA,preliminar,2026-05-12,Defensor,Agustin Sandez,Rosario Central,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
D,Paraguay,PUBLICADA,preliminar,2026-05-12,Defensor,Alan Benitez,Libertad,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
D,Paraguay,PUBLICADA,preliminar,2026-05-12,Defensor,Alan Nuñez,Nacional,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
D,Paraguay,PUBLICADA,preliminar,2026-05-12,Defensor,Alcides Benitez,Belgrano,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
D,Paraguay,PUBLICADA,preliminar,2026-05-12,Defensor,Alexandro Maidana,Talleres,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
D,Paraguay,PUBLICADA,preliminar,2026-05-12,Defensor,Blas Riveros,Cerro Porteno,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
D,Paraguay,PUBLICADA,preliminar,2026-05-12,Defensor,Diego León,Manchester United,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
D,Paraguay,PUBLICADA,preliminar,2026-05-12,Defensor,Fabián Balbuena,Gremio,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
D,Paraguay,PUBLICADA,preliminar,2026-05-12,Defensor,Gustavo Gómez,Palmeiras,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
D,Paraguay,PUBLICADA,preliminar,2026-05-12,Defensor,Jose Canale,Lanus,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
D,Paraguay,PUBLICADA,preliminar,2026-05-12,Defensor,Juan Caceres,Dynamo Moscow,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
D,Paraguay,PUBLICADA,preliminar,2026-05-12,Defensor,Júnior Alonso,Atletico Mineiro,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
D,Paraguay,PUBLICADA,preliminar,2026-05-12,Defensor,Mateo Gamarra,Cruzeiro,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
D,Paraguay,PUBLICADA,preliminar,2026-05-12,Defensor,Omar Alderete,Sunderland,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
D,Paraguay,PUBLICADA,preliminar,2026-05-12,Defensor,Ronaldo Dejesus,Lanus,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
